,Env,Contribution,Region
SRR3679945,Senior,0.77,Sichuan
SRR3679945,Senior,0.72,Sichuan
SRR3679945,Senior,0.81,Sichuan
SRR3679945,Senior,0.72,Sichuan
SRR3679945,Senior,0.77,Sichuan
SRR3679945,Senior,0.76,Sichuan
SRR3679945,Young,0.31,Sichuan
SRR3679945,Young,0.21,Sichuan
SRR3679945,Young,0.26,Sichuan
SRR3679945,Young,0.24,Sichuan
SRR3679945,Young,0.29,Sichuan
SRR3679945,Young,0.23,Sichuan
SRR3679945,Young,0.28,Sichuan
SRR3679945,Young,0.19,Sichuan
SRR3679945,Young,0.28,Sichuan
SRR3679945,Young,0.23,Sichuan
SRR3679945,Young,0.24,Sichuan
SRR3679946,Senior,0.73,Sichuan
SRR3679946,Senior,0.69,Sichuan
SRR3679946,Senior,0.78,Sichuan
SRR3679946,Senior,0.84,Sichuan
SRR3679946,Senior,0.74,Sichuan
SRR3679946,Senior,0.84,Sichuan
SRR3679946,Senior,0.86,Sichuan
SRR3679946,Senior,0.75,Sichuan
SRR3679946,Senior,0.79,Sichuan
SRR3679946,Senior,0.81,Sichuan
SRR3679946,Senior,0.78,Sichuan
SRR3679946,Senior,0.82,Sichuan
SRR3679946,Young,0.27,Sichuan
SRR3679946,Young,0.31,Sichuan
SRR3679946,Young,0.22,Sichuan
SRR3679946,Young,0.16,Sichuan
SRR3679946,Young,0.26,Sichuan
SRR3679946,Young,0.16,Sichuan
SRR3679946,Young,0.14,Sichuan
SRR3679946,Young,0.25,Sichuan
SRR3679946,Young,0.21,Sichuan
SRR3679946,Young,0.19,Sichuan
SRR3679946,Young,0.22,Sichuan
SRR3679946,Young,0.18,Sichuan
SRR3679962,Senior,0.48,Sichuan
SRR3679962,Senior,0.53,Sichuan
SRR3679962,Senior,0.59,Sichuan
SRR3679962,Senior,0.62,Sichuan
SRR3679962,Senior,0.59,Sichuan
SRR3679962,Senior,0.51,Sichuan
SRR3679962,Senior,0.55,Sichuan
SRR3679962,Senior,0.46,Sichuan
SRR3679962,Senior,0.54,Sichuan
SRR3679962,Senior,0.4,Sichuan
SRR3679962,Senior,0.57,Sichuan
SRR3679962,Senior,0.55,Sichuan
SRR3679962,Senior,0.58,Sichuan
SRR3679962,Senior,0.61,Sichuan
SRR3679962,Senior,0.48,Sichuan
SRR3679962,Senior,0.58,Sichuan
SRR3679962,Senior,0.55,Sichuan
SRR3679962,Senior,0.61,Sichuan
SRR3679962,Senior,0.49,Sichuan
SRR3679962,Young,0.52,Sichuan
SRR3679962,Young,0.47,Sichuan
SRR3679962,Young,0.41,Sichuan
SRR3679962,Young,0.38,Sichuan
SRR3679962,Young,0.41,Sichuan
SRR3679962,Young,0.49,Sichuan
SRR3679962,Young,0.45,Sichuan
SRR3679962,Young,0.54,Sichuan
SRR3679962,Young,0.46,Sichuan
SRR3679962,Young,0.6,Sichuan
SRR3679962,Young,0.43,Sichuan
SRR3679962,Young,0.45,Sichuan
SRR3679962,Young,0.42,Sichuan
SRR3679962,Young,0.39,Sichuan
SRR3679962,Young,0.52,Sichuan
SRR3679962,Young,0.42,Sichuan
SRR3679962,Young,0.45,Sichuan
SRR3679962,Young,0.39,Sichuan
SRR3679962,Young,0.51,Sichuan
SRR3679963,Senior,0.87,Sichuan
SRR3679963,Senior,0.81,Sichuan
SRR3679963,Senior,0.87,Sichuan
SRR3679963,Senior,0.82,Sichuan
SRR3679963,Senior,0.88,Sichuan
SRR3679963,Senior,0.84,Sichuan
SRR3679963,Senior,0.87,Sichuan
SRR3679963,Senior,0.9,Sichuan
SRR3679963,Senior,0.8,Sichuan
SRR3679963,Senior,0.8,Sichuan
SRR3679963,Senior,0.78,Sichuan
SRR3679963,Senior,0.87,Sichuan
SRR3679963,Senior,0.78,Sichuan
SRR3679963,Senior,0.84,Sichuan
SRR3679963,Senior,0.83,Sichuan
SRR3679963,Senior,0.87,Sichuan
SRR3679963,Senior,0.8,Sichuan
SRR3679963,Senior,0.88,Sichuan
SRR3679963,Senior,0.86,Sichuan
SRR3679963,Senior,0.84,Sichuan
SRR3679963,Senior,0.82,Sichuan
SRR3679963,Senior,0.81,Sichuan
SRR3679963,Young,0.13,Sichuan
SRR3679963,Young,0.19,Sichuan
SRR3679963,Young,0.13,Sichuan
SRR3679963,Young,0.18,Sichuan
SRR3679963,Young,0.12,Sichuan
SRR3679963,Young,0.16,Sichuan
SRR3679963,Young,0.13,Sichuan
SRR3679963,Young,0.1,Sichuan
SRR3679963,Young,0.2,Sichuan
SRR3679963,Young,0.2,Sichuan
SRR3679963,Young,0.22,Sichuan
SRR3679963,Young,0.13,Sichuan
SRR3679963,Young,0.22,Sichuan
SRR3679963,Young,0.16,Sichuan
SRR3679963,Young,0.17,Sichuan
SRR3679963,Young,0.13,Sichuan
SRR3679963,Young,0.2,Sichuan
SRR3679963,Young,0.12,Sichuan
SRR3679963,Young,0.14,Sichuan
SRR3679963,Young,0.16,Sichuan
SRR3679963,Young,0.18,Sichuan
SRR3679963,Young,0.19,Sichuan
SRR3679965,Senior,0.84,Sichuan
SRR3679965,Senior,0.84,Sichuan
SRR3679965,Senior,0.8,Sichuan
SRR3679965,Senior,0.82,Sichuan
SRR3679965,Senior,0.85,Sichuan
SRR3679965,Senior,0.83,Sichuan
SRR3679965,Senior,0.86,Sichuan
SRR3679965,Senior,0.86,Sichuan
SRR3679965,Senior,0.82,Sichuan
SRR3679965,Senior,0.87,Sichuan
SRR3679965,Senior,0.89,Sichuan
SRR3679965,Senior,0.89,Sichuan
SRR3679965,Senior,0.9,Sichuan
SRR3679965,Senior,0.83,Sichuan
SRR3679965,Senior,0.91,Sichuan
SRR3679965,Senior,0.81,Sichuan
SRR3679965,Senior,0.93,Sichuan
SRR3679965,Senior,0.9,Sichuan
SRR3679965,Senior,0.83,Sichuan
SRR3679965,Senior,0.89,Sichuan
SRR3679965,Senior,0.86,Sichuan
SRR3679965,Senior,0.84,Sichuan
SRR3679965,Young,0.16,Sichuan
SRR3679965,Young,0.16,Sichuan
SRR3679965,Young,0.2,Sichuan
SRR3679965,Young,0.18,Sichuan
SRR3679965,Young,0.15,Sichuan
SRR3679965,Young,0.17,Sichuan
SRR3679965,Young,0.14,Sichuan
SRR3679965,Young,0.14,Sichuan
SRR3679965,Young,0.18,Sichuan
SRR3679965,Young,0.13,Sichuan
SRR3679965,Young,0.11,Sichuan
SRR3679965,Young,0.11,Sichuan
SRR3679965,Young,0.1,Sichuan
SRR3679965,Young,0.17,Sichuan
SRR3679965,Young,0.09,Sichuan
SRR3679965,Young,0.19,Sichuan
SRR3679965,Young,0.07,Sichuan
SRR3679965,Young,0.1,Sichuan
SRR3679965,Young,0.17,Sichuan
SRR3679965,Young,0.11,Sichuan
SRR3679965,Young,0.14,Sichuan
SRR3679965,Young,0.16,Sichuan
SRR3679967,Senior,0.69,Sichuan
SRR3679967,Senior,0.73,Sichuan
SRR3679967,Senior,0.69,Sichuan
SRR3679967,Senior,0.67,Sichuan
SRR3679967,Senior,0.61,Sichuan
SRR3679967,Senior,0.66,Sichuan
SRR3679967,Senior,0.78,Sichuan
SRR3679967,Senior,0.65,Sichuan
SRR3679967,Senior,0.68,Sichuan
SRR3679967,Senior,0.7,Sichuan
SRR3679967,Senior,0.64,Sichuan
SRR3679967,Senior,0.64,Sichuan
SRR3679967,Senior,0.67,Sichuan
SRR3679967,Senior,0.76,Sichuan
SRR3679967,Senior,0.61,Sichuan
SRR3679967,Senior,0.67,Sichuan
SRR3679967,Young,0.31,Sichuan
SRR3679967,Young,0.27,Sichuan
SRR3679967,Young,0.31,Sichuan
SRR3679967,Young,0.33,Sichuan
SRR3679967,Young,0.39,Sichuan
SRR3679967,Young,0.34,Sichuan
SRR3679967,Young,0.22,Sichuan
SRR3679967,Young,0.35,Sichuan
SRR3679967,Young,0.32,Sichuan
SRR3679967,Young,0.3,Sichuan
SRR3679967,Young,0.36,Sichuan
SRR3679967,Young,0.36,Sichuan
SRR3679967,Young,0.33,Sichuan
SRR3679967,Young,0.24,Sichuan
SRR3679967,Young,0.39,Sichuan
SRR3679967,Young,0.33,Sichuan
SRR3679968,Senior,0.91,Sichuan
SRR3679968,Senior,0.91,Sichuan
SRR3679968,Senior,0.88,Sichuan
SRR3679968,Senior,0.93,Sichuan
SRR3679968,Senior,0.9,Sichuan
SRR3679968,Senior,0.91,Sichuan
SRR3679968,Senior,0.88,Sichuan
SRR3679968,Senior,0.88,Sichuan
SRR3679968,Senior,0.87,Sichuan
SRR3679968,Senior,0.93,Sichuan
SRR3679968,Senior,0.91,Sichuan
SRR3679968,Senior,0.9,Sichuan
SRR3679968,Senior,0.82,Sichuan
SRR3679968,Young,0.09,Sichuan
SRR3679968,Young,0.09,Sichuan
SRR3679968,Young,0.12,Sichuan
SRR3679968,Young,0.07,Sichuan
SRR3679968,Young,0.1,Sichuan
SRR3679968,Young,0.09,Sichuan
SRR3679968,Young,0.12,Sichuan
SRR3679968,Young,0.12,Sichuan
SRR3679968,Young,0.13,Sichuan
SRR3679968,Young,0.07,Sichuan
SRR3679968,Young,0.09,Sichuan
SRR3679968,Young,0.1,Sichuan
SRR3679968,Young,0.18,Sichuan
SRR3679969,Senior,0.89,Sichuan
SRR3679969,Senior,0.91,Sichuan
SRR3679969,Senior,0.85,Sichuan
SRR3679969,Senior,0.9,Sichuan
SRR3679969,Senior,0.84,Sichuan
SRR3679969,Senior,0.88,Sichuan
SRR3679969,Senior,0.92,Sichuan
SRR3679969,Senior,0.88,Sichuan
SRR3679969,Senior,0.88,Sichuan
SRR3679969,Senior,0.95,Sichuan
SRR3679969,Senior,0.84,Sichuan
SRR3679969,Senior,0.76,Sichuan
SRR3679969,Senior,0.91,Sichuan
SRR3679969,Senior,0.88,Sichuan
SRR3679969,Senior,0.89,Sichuan
SRR3679969,Senior,0.91,Sichuan
SRR3679969,Senior,0.85,Sichuan
SRR3679969,Senior,0.86,Sichuan
SRR3679969,Senior,0.86,Sichuan
SRR3679969,Senior,0.86,Sichuan
SRR3679969,Senior,0.85,Sichuan
SRR3679969,Senior,0.85,Sichuan
SRR3679969,Senior,0.89,Sichuan
SRR3679969,Senior,0.86,Sichuan
SRR3679969,Young,0.11,Sichuan
SRR3679969,Young,0.09,Sichuan
SRR3679969,Young,0.15,Sichuan
SRR3679969,Young,0.1,Sichuan
SRR3679969,Young,0.16,Sichuan
SRR3679969,Young,0.12,Sichuan
SRR3679969,Young,0.08,Sichuan
SRR3679969,Young,0.12,Sichuan
SRR3679969,Young,0.12,Sichuan
SRR3679969,Young,0.05,Sichuan
SRR3679969,Young,0.16,Sichuan
SRR3679969,Young,0.24,Sichuan
SRR3679969,Young,0.09,Sichuan
SRR3679969,Young,0.12,Sichuan
SRR3679969,Young,0.11,Sichuan
SRR3679969,Young,0.09,Sichuan
SRR3679969,Young,0.15,Sichuan
SRR3679969,Young,0.14,Sichuan
SRR3679969,Young,0.14,Sichuan
SRR3679969,Young,0.14,Sichuan
SRR3679969,Young,0.15,Sichuan
SRR3679969,Young,0.15,Sichuan
SRR3679969,Young,0.11,Sichuan
SRR3679969,Young,0.14,Sichuan
SRR3679970,Senior,0.75,Sichuan
SRR3679970,Senior,0.85,Sichuan
SRR3679970,Senior,0.71,Sichuan
SRR3679970,Senior,0.73,Sichuan
SRR3679970,Senior,0.79,Sichuan
SRR3679970,Senior,0.77,Sichuan
SRR3679970,Senior,0.8,Sichuan
SRR3679970,Senior,0.85,Sichuan
SRR3679970,Senior,0.74,Sichuan
SRR3679970,Senior,0.83,Sichuan
SRR3679970,Senior,0.76,Sichuan
SRR3679970,Senior,0.79,Sichuan
SRR3679970,Senior,0.91,Sichuan
SRR3679970,Senior,0.72,Sichuan
SRR3679970,Senior,0.83,Sichuan
SRR3679970,Senior,0.78,Sichuan
SRR3679970,Senior,0.83,Sichuan
SRR3679970,Senior,0.73,Sichuan
SRR3679970,Senior,0.81,Sichuan
SRR3679970,Senior,0.79,Sichuan
SRR3679970,Senior,0.78,Sichuan
SRR3679970,Senior,0.76,Sichuan
SRR3679970,Senior,0.8,Sichuan
SRR3679970,Senior,0.75,Sichuan
SRR3679970,Senior,0.75,Sichuan
SRR3679970,Senior,0.8,Sichuan
SRR3679970,Senior,0.8,Sichuan
SRR3679970,Young,0.25,Sichuan
SRR3679970,Young,0.15,Sichuan
SRR3679970,Young,0.29,Sichuan
SRR3679970,Young,0.27,Sichuan
SRR3679970,Young,0.21,Sichuan
SRR3679970,Young,0.23,Sichuan
SRR3679970,Young,0.2,Sichuan
SRR3679970,Young,0.15,Sichuan
SRR3679970,Young,0.26,Sichuan
SRR3679970,Young,0.17,Sichuan
SRR3679970,Young,0.24,Sichuan
SRR3679970,Young,0.21,Sichuan
SRR3679970,Young,0.09,Sichuan
SRR3679970,Young,0.28,Sichuan
SRR3679970,Young,0.17,Sichuan
SRR3679970,Young,0.22,Sichuan
SRR3679970,Young,0.17,Sichuan
SRR3679970,Young,0.27,Sichuan
SRR3679970,Young,0.19,Sichuan
SRR3679970,Young,0.21,Sichuan
SRR3679970,Young,0.22,Sichuan
SRR3679970,Young,0.24,Sichuan
SRR3679970,Young,0.2,Sichuan
SRR3679970,Young,0.25,Sichuan
SRR3679970,Young,0.25,Sichuan
SRR3679970,Young,0.2,Sichuan
SRR3679970,Young,0.2,Sichuan
SRR3679971,Senior,0.79,Sichuan
SRR3679971,Senior,0.74,Sichuan
SRR3679971,Senior,0.78,Sichuan
SRR3679971,Senior,0.81,Sichuan
SRR3679971,Senior,0.78,Sichuan
SRR3679971,Senior,0.73,Sichuan
SRR3679971,Senior,0.72,Sichuan
SRR3679971,Senior,0.73,Sichuan
SRR3679971,Senior,0.74,Sichuan
SRR3679971,Senior,0.72,Sichuan
SRR3679971,Senior,0.68,Sichuan
SRR3679971,Senior,0.72,Sichuan
SRR3679971,Senior,0.66,Sichuan
SRR3679971,Senior,0.71,Sichuan
SRR3679971,Senior,0.76,Sichuan
SRR3679971,Senior,0.77,Sichuan
SRR3679971,Senior,0.83,Sichuan
SRR3679971,Young,0.21,Sichuan
SRR3679971,Young,0.26,Sichuan
SRR3679971,Young,0.22,Sichuan
SRR3679971,Young,0.19,Sichuan
SRR3679971,Young,0.22,Sichuan
SRR3679971,Young,0.27,Sichuan
SRR3679971,Young,0.28,Sichuan
SRR3679971,Young,0.27,Sichuan
SRR3679971,Young,0.26,Sichuan
SRR3679971,Young,0.28,Sichuan
SRR3679971,Young,0.32,Sichuan
SRR3679971,Young,0.28,Sichuan
SRR3679971,Young,0.34,Sichuan
SRR3679971,Young,0.29,Sichuan
SRR3679971,Young,0.24,Sichuan
SRR3679971,Young,0.23,Sichuan
SRR3679971,Young,0.17,Sichuan
SRR3679973,Senior,0.88,Sichuan
SRR3679973,Senior,0.89,Sichuan
SRR3679973,Senior,0.85,Sichuan
SRR3679973,Senior,0.75,Sichuan
SRR3679973,Senior,0.81,Sichuan
SRR3679973,Senior,0.78,Sichuan
SRR3679973,Senior,0.8,Sichuan
SRR3679973,Young,0.12,Sichuan
SRR3679973,Young,0.11,Sichuan
SRR3679973,Young,0.15,Sichuan
SRR3679973,Young,0.25,Sichuan
SRR3679973,Young,0.19,Sichuan
SRR3679973,Young,0.22,Sichuan
SRR3679973,Young,0.2,Sichuan
SRR3679974,Senior,0.76,Sichuan
SRR3679974,Senior,0.75,Sichuan
SRR3679974,Senior,0.79,Sichuan
SRR3679974,Senior,0.77,Sichuan
SRR3679974,Senior,0.75,Sichuan
SRR3679974,Senior,0.77,Sichuan
SRR3679974,Senior,0.78,Sichuan
SRR3679974,Senior,0.78,Sichuan
SRR3679974,Senior,0.71,Sichuan
SRR3679974,Senior,0.76,Sichuan
SRR3679974,Senior,0.79,Sichuan
SRR3679974,Senior,0.79,Sichuan
SRR3679974,Senior,0.74,Sichuan
SRR3679974,Senior,0.8,Sichuan
SRR3679974,Senior,0.78,Sichuan
SRR3679974,Senior,0.81,Sichuan
SRR3679974,Senior,0.82,Sichuan
SRR3679974,Senior,0.77,Sichuan
SRR3679974,Senior,0.75,Sichuan
SRR3679974,Young,0.24,Sichuan
SRR3679974,Young,0.25,Sichuan
SRR3679974,Young,0.21,Sichuan
SRR3679974,Young,0.23,Sichuan
SRR3679974,Young,0.25,Sichuan
SRR3679974,Young,0.23,Sichuan
SRR3679974,Young,0.22,Sichuan
SRR3679974,Young,0.22,Sichuan
SRR3679974,Young,0.29,Sichuan
SRR3679974,Young,0.24,Sichuan
SRR3679974,Young,0.21,Sichuan
SRR3679974,Young,0.21,Sichuan
SRR3679974,Young,0.26,Sichuan
SRR3679974,Young,0.2,Sichuan
SRR3679974,Young,0.22,Sichuan
SRR3679974,Young,0.19,Sichuan
SRR3679974,Young,0.18,Sichuan
SRR3679974,Young,0.23,Sichuan
SRR3679974,Young,0.25,Sichuan
SRR3679975,Senior,0.88,Sichuan
SRR3679975,Senior,0.9,Sichuan
SRR3679975,Senior,0.87,Sichuan
SRR3679975,Senior,0.84,Sichuan
SRR3679975,Senior,0.84,Sichuan
SRR3679975,Senior,0.89,Sichuan
SRR3679975,Senior,0.85,Sichuan
SRR3679975,Senior,0.93,Sichuan
SRR3679975,Senior,0.86,Sichuan
SRR3679975,Senior,0.87,Sichuan
SRR3679975,Senior,0.84,Sichuan
SRR3679975,Senior,0.88,Sichuan
SRR3679975,Senior,0.87,Sichuan
SRR3679975,Senior,0.86,Sichuan
SRR3679975,Senior,0.91,Sichuan
SRR3679975,Senior,0.8,Sichuan
SRR3679975,Senior,0.77,Sichuan
SRR3679975,Young,0.12,Sichuan
SRR3679975,Young,0.1,Sichuan
SRR3679975,Young,0.13,Sichuan
SRR3679975,Young,0.16,Sichuan
SRR3679975,Young,0.16,Sichuan
SRR3679975,Young,0.11,Sichuan
SRR3679975,Young,0.15,Sichuan
SRR3679975,Young,0.07,Sichuan
SRR3679975,Young,0.14,Sichuan
SRR3679975,Young,0.13,Sichuan
SRR3679975,Young,0.16,Sichuan
SRR3679975,Young,0.12,Sichuan
SRR3679975,Young,0.13,Sichuan
SRR3679975,Young,0.14,Sichuan
SRR3679975,Young,0.09,Sichuan
SRR3679975,Young,0.2,Sichuan
SRR3679975,Young,0.23,Sichuan
SRR3679976,Senior,0.81,Sichuan
SRR3679976,Senior,0.77,Sichuan
SRR3679976,Senior,0.82,Sichuan
SRR3679976,Senior,0.74,Sichuan
SRR3679976,Senior,0.79,Sichuan
SRR3679976,Senior,0.8,Sichuan
SRR3679976,Senior,0.82,Sichuan
SRR3679976,Senior,0.81,Sichuan
SRR3679976,Senior,0.91,Sichuan
SRR3679976,Senior,0.81,Sichuan
SRR3679976,Senior,0.89,Sichuan
SRR3679976,Senior,0.86,Sichuan
SRR3679976,Senior,0.79,Sichuan
SRR3679976,Senior,0.86,Sichuan
SRR3679976,Senior,0.83,Sichuan
SRR3679976,Senior,0.75,Sichuan
SRR3679976,Senior,0.85,Sichuan
SRR3679976,Young,0.19,Sichuan
SRR3679976,Young,0.23,Sichuan
SRR3679976,Young,0.18,Sichuan
SRR3679976,Young,0.26,Sichuan
SRR3679976,Young,0.21,Sichuan
SRR3679976,Young,0.2,Sichuan
SRR3679976,Young,0.18,Sichuan
SRR3679976,Young,0.19,Sichuan
SRR3679976,Young,0.09,Sichuan
SRR3679976,Young,0.19,Sichuan
SRR3679976,Young,0.11,Sichuan
SRR3679976,Young,0.14,Sichuan
SRR3679976,Young,0.21,Sichuan
SRR3679976,Young,0.14,Sichuan
SRR3679976,Young,0.17,Sichuan
SRR3679976,Young,0.25,Sichuan
SRR3679976,Young,0.15,Sichuan
SRR3679977,Senior,0.56,Sichuan
SRR3679977,Senior,0.71,Sichuan
SRR3679977,Senior,0.66,Sichuan
SRR3679977,Senior,0.73,Sichuan
SRR3679977,Senior,0.76,Sichuan
SRR3679977,Senior,0.73,Sichuan
SRR3679977,Senior,0.69,Sichuan
SRR3679977,Senior,0.76,Sichuan
SRR3679977,Senior,0.74,Sichuan
SRR3679977,Senior,0.7,Sichuan
SRR3679977,Senior,0.62,Sichuan
SRR3679977,Senior,0.79,Sichuan
SRR3679977,Senior,0.75,Sichuan
SRR3679977,Senior,0.71,Sichuan
SRR3679977,Senior,0.69,Sichuan
SRR3679977,Senior,0.7,Sichuan
SRR3679977,Senior,0.61,Sichuan
SRR3679977,Senior,0.76,Sichuan
SRR3679977,Senior,0.67,Sichuan
SRR3679977,Young,0.44,Sichuan
SRR3679977,Young,0.29,Sichuan
SRR3679977,Young,0.34,Sichuan
SRR3679977,Young,0.27,Sichuan
SRR3679977,Young,0.24,Sichuan
SRR3679977,Young,0.27,Sichuan
SRR3679977,Young,0.31,Sichuan
SRR3679977,Young,0.24,Sichuan
SRR3679977,Young,0.26,Sichuan
SRR3679977,Young,0.3,Sichuan
SRR3679977,Young,0.38,Sichuan
SRR3679977,Young,0.21,Sichuan
SRR3679977,Young,0.25,Sichuan
SRR3679977,Young,0.29,Sichuan
SRR3679977,Young,0.31,Sichuan
SRR3679977,Young,0.3,Sichuan
SRR3679977,Young,0.39,Sichuan
SRR3679977,Young,0.24,Sichuan
SRR3679977,Young,0.33,Sichuan
SRR3679979,Senior,0.87,Sichuan
SRR3679979,Senior,0.79,Sichuan
SRR3679979,Senior,0.8,Sichuan
SRR3679979,Senior,0.84,Sichuan
SRR3679979,Senior,0.82,Sichuan
SRR3679979,Senior,0.87,Sichuan
SRR3679979,Senior,0.86,Sichuan
SRR3679979,Senior,0.77,Sichuan
SRR3679979,Senior,0.78,Sichuan
SRR3679979,Senior,0.8,Sichuan
SRR3679979,Senior,0.84,Sichuan
SRR3679979,Senior,0.77,Sichuan
SRR3679979,Senior,0.84,Sichuan
SRR3679979,Senior,0.75,Sichuan
SRR3679979,Senior,0.84,Sichuan
SRR3679979,Senior,0.89,Sichuan
SRR3679979,Senior,0.76,Sichuan
SRR3679979,Senior,0.77,Sichuan
SRR3679979,Senior,0.84,Sichuan
SRR3679979,Senior,0.79,Sichuan
SRR3679979,Senior,0.76,Sichuan
SRR3679979,Young,0.13,Sichuan
SRR3679979,Young,0.21,Sichuan
SRR3679979,Young,0.2,Sichuan
SRR3679979,Young,0.16,Sichuan
SRR3679979,Young,0.18,Sichuan
SRR3679979,Young,0.13,Sichuan
SRR3679979,Young,0.14,Sichuan
SRR3679979,Young,0.23,Sichuan
SRR3679979,Young,0.22,Sichuan
SRR3679979,Young,0.2,Sichuan
SRR3679979,Young,0.16,Sichuan
SRR3679979,Young,0.23,Sichuan
SRR3679979,Young,0.16,Sichuan
SRR3679979,Young,0.25,Sichuan
SRR3679979,Young,0.16,Sichuan
SRR3679979,Young,0.11,Sichuan
SRR3679979,Young,0.24,Sichuan
SRR3679979,Young,0.23,Sichuan
SRR3679979,Young,0.16,Sichuan
SRR3679979,Young,0.21,Sichuan
SRR3679979,Young,0.24,Sichuan
SRR3679983,Senior,0.9,Sichuan
SRR3679983,Senior,0.93,Sichuan
SRR3679983,Senior,0.92,Sichuan
SRR3679983,Senior,0.88,Sichuan
SRR3679983,Senior,0.95,Sichuan
SRR3679983,Senior,0.89,Sichuan
SRR3679983,Senior,0.9,Sichuan
SRR3679983,Senior,0.9,Sichuan
SRR3679983,Senior,0.92,Sichuan
SRR3679983,Senior,0.88,Sichuan
SRR3679983,Senior,0.89,Sichuan
SRR3679983,Senior,0.89,Sichuan
SRR3679983,Young,0.1,Sichuan
SRR3679983,Young,0.07,Sichuan
SRR3679983,Young,0.08,Sichuan
SRR3679983,Young,0.12,Sichuan
SRR3679983,Young,0.05,Sichuan
SRR3679983,Young,0.11,Sichuan
SRR3679983,Young,0.1,Sichuan
SRR3679983,Young,0.1,Sichuan
SRR3679983,Young,0.08,Sichuan
SRR3679983,Young,0.12,Sichuan
SRR3679983,Young,0.11,Sichuan
SRR3679983,Young,0.11,Sichuan
SRR3679985,Senior,0.79,Sichuan
SRR3679985,Senior,0.74,Sichuan
SRR3679985,Senior,0.76,Sichuan
SRR3679985,Senior,0.75,Sichuan
SRR3679985,Senior,0.81,Sichuan
SRR3679985,Senior,0.85,Sichuan
SRR3679985,Senior,0.72,Sichuan
SRR3679985,Senior,0.73,Sichuan
SRR3679985,Senior,0.75,Sichuan
SRR3679985,Senior,0.8,Sichuan
SRR3679985,Senior,0.75,Sichuan
SRR3679985,Senior,0.79,Sichuan
SRR3679985,Young,0.21,Sichuan
SRR3679985,Young,0.26,Sichuan
SRR3679985,Young,0.24,Sichuan
SRR3679985,Young,0.25,Sichuan
SRR3679985,Young,0.19,Sichuan
SRR3679985,Young,0.15,Sichuan
SRR3679985,Young,0.28,Sichuan
SRR3679985,Young,0.27,Sichuan
SRR3679985,Young,0.25,Sichuan
SRR3679985,Young,0.2,Sichuan
SRR3679985,Young,0.25,Sichuan
SRR3679985,Young,0.21,Sichuan
SRR3679987,Senior,0.63,Sichuan
SRR3679987,Senior,0.66,Sichuan
SRR3679987,Senior,0.7,Sichuan
SRR3679987,Senior,0.74,Sichuan
SRR3679987,Senior,0.7,Sichuan
SRR3679987,Senior,0.78,Sichuan
SRR3679987,Senior,0.79,Sichuan
SRR3679987,Senior,0.75,Sichuan
SRR3679987,Senior,0.7,Sichuan
SRR3679987,Senior,0.67,Sichuan
SRR3679987,Senior,0.8,Sichuan
SRR3679987,Senior,0.73,Sichuan
SRR3679987,Senior,0.71,Sichuan
SRR3679987,Senior,0.76,Sichuan
SRR3679987,Senior,0.79,Sichuan
SRR3679987,Young,0.37,Sichuan
SRR3679987,Young,0.34,Sichuan
SRR3679987,Young,0.3,Sichuan
SRR3679987,Young,0.26,Sichuan
SRR3679987,Young,0.3,Sichuan
SRR3679987,Young,0.22,Sichuan
SRR3679987,Young,0.21,Sichuan
SRR3679987,Young,0.25,Sichuan
SRR3679987,Young,0.3,Sichuan
SRR3679987,Young,0.33,Sichuan
SRR3679987,Young,0.2,Sichuan
SRR3679987,Young,0.27,Sichuan
SRR3679987,Young,0.29,Sichuan
SRR3679987,Young,0.24,Sichuan
SRR3679987,Young,0.21,Sichuan
SRR3679988,Senior,0.86,Sichuan
SRR3679988,Senior,0.81,Sichuan
SRR3679988,Senior,0.92,Sichuan
SRR3679988,Senior,0.85,Sichuan
SRR3679988,Senior,0.88,Sichuan
SRR3679988,Senior,0.87,Sichuan
SRR3679988,Senior,0.98,Sichuan
SRR3679988,Senior,0.9,Sichuan
SRR3679988,Senior,0.87,Sichuan
SRR3679988,Senior,0.88,Sichuan
SRR3679988,Senior,0.93,Sichuan
SRR3679988,Senior,0.89,Sichuan
SRR3679988,Senior,0.8,Sichuan
SRR3679988,Senior,0.83,Sichuan
SRR3679988,Senior,0.91,Sichuan
SRR3679988,Senior,0.88,Sichuan
SRR3679988,Young,0.14,Sichuan
SRR3679988,Young,0.19,Sichuan
SRR3679988,Young,0.08,Sichuan
SRR3679988,Young,0.15,Sichuan
SRR3679988,Young,0.12,Sichuan
SRR3679988,Young,0.13,Sichuan
SRR3679988,Young,0.02,Sichuan
SRR3679988,Young,0.1,Sichuan
SRR3679988,Young,0.13,Sichuan
SRR3679988,Young,0.12,Sichuan
SRR3679988,Young,0.07,Sichuan
SRR3679988,Young,0.11,Sichuan
SRR3679988,Young,0.2,Sichuan
SRR3679988,Young,0.17,Sichuan
SRR3679988,Young,0.09,Sichuan
SRR3679988,Young,0.12,Sichuan
SRR3679989,Senior,0.91,Sichuan
SRR3679989,Senior,0.88,Sichuan
SRR3679989,Senior,0.9,Sichuan
SRR3679989,Senior,0.88,Sichuan
SRR3679989,Senior,0.9,Sichuan
SRR3679989,Senior,0.88,Sichuan
SRR3679989,Senior,0.91,Sichuan
SRR3679989,Senior,0.82,Sichuan
SRR3679989,Senior,0.92,Sichuan
SRR3679989,Senior,0.82,Sichuan
SRR3679989,Senior,0.85,Sichuan
